Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-12-04 06:04:31 UTC,1500.0,JOE,,,0.013222239771,AVAX,,,,,0x150137aa5ee4bb4f0403de21dbb70920dcf3e332c3b2932e894475e1c054a07c
2021-12-04 06:04:31 UTC,,,1776.652495351,JOE,,AVAX,,,,,0x150137aa5ee4bb4f0403de21dbb70920dcf3e332c3b2932e894475e1c054a07c
2021-12-04 06:06:02 UTC,1500.0,JOE,,,0.045712014759,AVAX,,,,,0x46164a96d652138dd0604014c05e2ba1bbccd8352f5588abc3ea74833efdaddd
2021-12-04 06:06:39 UTC,500.0000000000,JOE,,,0.031814984461,AVAX,,,,,0x50eb61dd7247ac0660d8922b76be7d80630869b338cb09b3a18600f765f17471
2021-12-04 06:08:46 UTC,20.0,AVAX,,,0.004533227523,AVAX,,,,,0x17f243e0730d51c1608bad9e6c0ca6735702ba1594f48f37f649b11dfb80cc8b
2021-12-04 06:12:51 UTC,60.00000000000,AVAX,,,0.004098058610,AVAX,,,,,0xf03d7f94b2ae20c32a94bfd206c82482cecdbac262f482ea63cc3ee6caa67842
2021-12-04 11:40:22 UTC,,,0.392119208581,JOE,,AVAX,,,,,0x2bf8ec1ec3b5d534116239201e7cc94b16899d964ad0d01775757b6f310fd885
2021-12-04 11:40:22 UTC,,,1000.000000000,JOE,,AVAX,,,,,0x2bf8ec1ec3b5d534116239201e7cc94b16899d964ad0d01775757b6f310fd885
2021-12-04 11:41:27 UTC,1000.000000000,JOE,,,0.0013377,AVAX,,,,,0xe91b84b35d49537a42bc950a2836b0496e8c0b3c9e21e391168d2dde6da9c6bb
2021-12-04 11:41:27 UTC,,,1184.434996901,JOE,,AVAX,,,,,0xe91b84b35d49537a42bc950a2836b0496e8c0b3c9e21e391168d2dde6da9c6bb
2021-12-04 11:43:00 UTC,1250.0,JOE,,,0.003539525000,AVAX,,,,,0xf9d8de4fa975ac089dbf502b5b88bb8889d1f3187c9cb4623e236d44334170c7
2021-12-04 11:57:48 UTC,,,0.011316390514,JOE,,AVAX,,,,,0x20431b3457873c8061ad1899098d8b3042eb3087af7b6e05713618696e1d87d0
2021-12-04 11:57:48 UTC,,,1259.704377612,JOE,,AVAX,,,,,0x20431b3457873c8061ad1899098d8b3042eb3087af7b6e05713618696e1d87d0
2021-12-04 11:58:16 UTC,1344.345565084,JOE,,,0.001338300000,AVAX,,,,,0x5a6e75ed2f32df167de38a8c0f1a38ed8a6e9d2d8aef0b1710d044f0ab53ae23
2021-12-04 11:58:16 UTC,,,1592.289935215,JOE,,AVAX,,,,,0x5a6e75ed2f32df167de38a8c0f1a38ed8a6e9d2d8aef0b1710d044f0ab53ae23
2021-12-04 11:58:55 UTC,500.0000000000,JOE,,,0.003538925,AVAX,,,,,0x608de2da43876ef6d1df56d50eed7049fe916c5c02caf59ae9830ce90a7f8807
2021-12-04 15:04:47 UTC,40.0,AVAX,,,0.000525000000,AVAX,,,,,0xc84e06b51722bdf9c18cee6b53cf2e2625a4eb634d7d35dbc3542dc50327c68a
2021-12-04 21:30:51 UTC,750.0,JOE,,,0.003539525000,AVAX,,,,,0x2c0091e9b53a2e0649351591c018d92514e32c6aa4df6bec7dca9ba6720ee993
2021-12-04 21:32:09 UTC,23.0,AVAX,,,0.000525000000,AVAX,,,,,0x6cfef7e80948eac1a4711e991687f8add1c63861bb0c60b8694c910b0417a967
2021-12-05 09:26:45 UTC,372.8126931525,JOE,,,0.003539825000,AVAX,,,,,0xc55bf68a357858d23bbaf441b935757434cc32495922c9010c49479174483513
2021-12-05 09:29:29 UTC,1.076501800020,AVAX,,,0.003742850000,AVAX,,,,,0x60f133450b50dfcbf67a7bb675a28ce0cc69af162b8cf6d1667d0e4b3f732474
2021-12-05 09:29:29 UTC,,,95.0,MIM,,AVAX,,,,,0x60f133450b50dfcbf67a7bb675a28ce0cc69af162b8cf6d1667d0e4b3f732474
2021-12-05 18:34:26 UTC,,,824.2680500990,JOE,,AVAX,,,,,0x2f2108e30241ec2e1bfb66aad3c1619f4203026469a08488347941666a2a83ac
2021-12-05 19:41:49 UTC,824.2680500990,JOE,,,0.003540125000,AVAX,,,,,0x1db03a1813dc4fddbb8073eb18e56a6cbfcc7806c32199d2d72789a6278a9d15
2021-12-05 19:44:01 UTC,30.00000000000,AVAX,,,0.000525000000,AVAX,,,,,0x7b2dbee504311d455b62441e3472695e8270495a8e4af05b4cf31a8f52fbd2a8
2021-12-09 19:09:54 UTC,,,2550.0,JOE,,AVAX,,,,,0xb1492d9bbcdc43f5297f4a85b7b636197f86185e4ad253dfbb58f1c693ed3e61
2021-12-10 11:57:34 UTC,550.0,JOE,,,0.003539225000,AVAX,,,,,0xdb5aa1b53d9ddf54213607eba0dff281197a13ed3686a396615a18d60b4426b0
2021-12-13 20:30:20 UTC,850.0000000000,JOE,,,0.007353405462,AVAX,,,,,0x3c114bc3c44a119c36d92f4c102860fa78d84ae8b541989ea03f46bd983063bd
2021-12-13 20:31:56 UTC,30.00000000000,AVAX,,,0.001091172674,AVAX,,,,,0x0cd7113ede2eeb01aeba325b5ae37d4140e6ab8a42f86505a5ca7b23e5ac75e4
2021-12-20 09:37:22 UTC,95.0,MIM,,,0.003413125000,AVAX,,,,,0x0bc71ff81c27be1cb7aefd12c4c698831da8265f202e2ce9316673ed7cc2d285
2021-12-20 13:29:30 UTC,24707.05657042,TRACTOR,,,0.006650425000,AVAX,,,,,0x217dc373ffacf3c5e99becc7852c1615b7c87c043b6a0d03a24ef9baaaee77ff
